val_loss,"[1.8281732127895955, 1.633276398855662, 1.5350929673368823, 1.477876146848818, 1.433028977918124, 1.4055917856722902, 1.387770667610422, 1.3625539935775686, 1.3544655865999944, 1.3473994825970335, 1.3418938710930972, 1.330328747249658, 1.3326697021174354, 1.3339602832149158, 1.3382384174533266, 1.334456447111709, 1.3418897930419633, 1.3449997100851672, 1.3581648073119228, 1.361134134662991, 1.3699823014365649, 1.3755198448468569, 1.386833304148991, 1.3854213010852467, 1.3924298385099496]"
val_acc,"[0.5111282397148087, 0.5599768763562941, 0.5816070912476736, 0.5949513440658643, 0.6080065517138856, 0.610222564800039, 0.6234222950245307, 0.6255419597321134, 0.6278543212312944, 0.6319973022506604, 0.633201657215379, 0.636814722040621, 0.6385489931822351, 0.6424029290142036, 0.6400905675150225, 0.6444744195238865, 0.6427883225974004, 0.6420175354310067, 0.639849696479582, 0.6432218903325543, 0.6401387416669796, 0.6442817226863456, 0.6467386067792255, 0.647653916539318, 0.6455342518317354]"
val_top_k_categorical_accuracy,"[0.823537913122461, 0.8458907409478778, 0.8594758647555664, 0.8642932845455269, 0.8694479237207846, 0.869881491501881, 0.8732536853548534, 0.8761441371828872, 0.8761923114267293, 0.8773003179784202, 0.8758550920414321, 0.8796608536755008, 0.8777338857595166, 0.8775893631198753, 0.8789382406610643, 0.8806243375875504, 0.881106079612489, 0.8793718084881033, 0.8786491955196092, 0.877685711561617, 0.8748434338855403, 0.8802871182481957, 0.8777820599114737, 0.8786010213217096, 0.8775893631658178]"
loss,"[2.301320231426544, 1.9110002870859966, 1.7503596735254325, 1.6373269983398606, 1.5523465104487337, 1.4836524933841722, 1.4268151697841467, 1.3728945960067598, 1.3318267833054915, 1.2917785201524532, 1.2577248975590385, 1.221675023969853, 1.1914553730116209, 1.1633547654018626, 1.137815031304708, 1.111550855957187, 1.082434566116913, 1.0645314076322352, 1.0433876424039084, 1.0205033581613727, 1.0020585441879826, 0.9793341678948316, 0.9598048118921312, 0.946985866925785, 0.9284886619838902]"
acc,"[0.36149324996673027, 0.46605714774741047, 0.5115462438575268, 0.5428768721823889, 0.5670720609893741, 0.5854058047041443, 0.6018017921600953, 0.6153607331400991, 0.6275439742241762, 0.6364619354092826, 0.6470232423732443, 0.6555825580562231, 0.6645272838211354, 0.6723478968423954, 0.67968139433762, 0.6885083559067181, 0.6957669125370085, 0.7012161829483406, 0.7072275097085267, 0.7124626633914369, 0.7178369929531497, 0.7244264348515509, 0.729618765191457, 0.7347040371687473, 0.7384243150967102]"
top_k_categorical_accuracy,"[0.6793976896883023, 0.778260729926434, 0.8098750628884895, 0.8304570321250225, 0.844679734929888, 0.8550215722615909, 0.8639609451028846, 0.8728253771149787, 0.8785262346422125, 0.8842645626194615, 0.8895478925626136, 0.8943494598816527, 0.8989154988307594, 0.9025822475837957, 0.9053175886137267, 0.9087113385410722, 0.9132666716684664, 0.9150545462388947, 0.9173777125924096, 0.9204663461963829, 0.9225914545929699, 0.9253856777335704, 0.9273180810821713, 0.9283993704879242, 0.9305351847202622]"
